Id,MSSubClass,MSZoning,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,SaleType,SaleCondition,SalePrice
393,20,RL,IR1,Lvl,Inside,Gtl,NAmes,1Story,5,1959,1959,MetalSd,None,0.0,TA,TA,Slab,,,,,,0,TA,Y,SBrkr,882,0,882,0,1,0,3,TA,5,0,Attchd,1959.0,RFn,1,TA,Y,0,0,WD,Normal,106500
394,30,RL,Reg,Lvl,Corner,Gtl,BrkSide,1Story,4,1941,1950,WdShing,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,788,TA,Y,FuseA,788,0,788,0,1,0,2,TA,4,2,,,,0,,Y,0,0,WD,Abnorml,100000
395,50,RL,Reg,Lvl,Inside,Gtl,OldTown,1.5Fin,5,1940,1950,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,735,Gd,Y,FuseA,735,299,1034,0,1,0,2,TA,5,0,Detchd,1940.0,Unf,1,TA,Y,0,39,WD,Normal,109000
396,20,RL,Reg,Lvl,Inside,Gtl,Edwards,1Story,5,1956,1956,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,1144,TA,Y,SBrkr,1144,0,1144,1,1,0,3,TA,6,0,Attchd,1956.0,Unf,1,TA,Y,44,0,WD,Normal,129000
397,20,RL,Reg,Low,Inside,Gtl,CollgCr,1Story,5,1972,1972,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,Rec,Unf,894,TA,Y,SBrkr,894,0,894,0,1,0,2,TA,6,0,Detchd,1985.0,RFn,2,TA,Y,215,0,WD,Normal,123000
398,60,RL,Reg,Lvl,Inside,Gtl,NAmes,2Story,5,1962,1962,VinylSd,BrkFace,288.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,864,TA,Y,SBrkr,876,936,1812,0,2,0,4,TA,8,1,Attchd,1962.0,RFn,1,TA,Y,0,168,WD,Normal,169500
399,30,RM,Reg,Lvl,Corner,Gtl,IDOTRR,1Story,5,1920,1950,MetalSd,None,0.0,TA,Fa,BrkTil,Fa,Po,No,Unf,Unf,961,Gd,Y,Mix,1077,0,1077,0,1,0,2,TA,6,0,Detchd,1920.0,Unf,1,Po,N,0,0,WD,Abnorml,67000
400,60,FV,Reg,Lvl,Inside,Gtl,Somerst,2Story,7,2006,2007,CemntBd,Stone,100.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1092,Ex,Y,SBrkr,1112,438,1550,1,2,0,2,Gd,7,0,Attchd,2007.0,Fin,2,TA,Y,0,168,WD,Normal,241000
401,120,RL,IR2,Lvl,Inside,Gtl,Veenker,1Story,8,1996,1996,BrkFace,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1260,Ex,Y,SBrkr,1288,0,1288,1,1,1,1,Ex,4,2,Attchd,1996.0,Fin,2,TA,Y,120,30,WD,Normal,245500
402,20,RL,IR1,Lvl,Inside,Gtl,CollgCr,1Story,7,2005,2005,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1310,Ex,Y,SBrkr,1310,0,1310,0,2,0,3,Gd,6,1,Attchd,2005.0,Fin,2,TA,Y,0,0,New,Partial,164990
403,30,RL,Reg,Lvl,Inside,Gtl,Sawyer,1Story,5,1940,1997,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,672,Ex,Y,SBrkr,672,0,672,0,1,0,2,TA,4,0,Detchd,1940.0,Unf,1,TA,N,168,0,WD,Normal,108000
404,60,RL,Reg,Lvl,Corner,Gtl,NoRidge,2Story,8,1998,1998,VinylSd,BrkFace,650.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1141,Gd,Y,SBrkr,1165,1098,2263,0,2,1,4,Gd,10,1,BuiltIn,1998.0,Fin,2,TA,Y,144,123,WD,Abnorml,258000
405,60,RL,IR1,Lvl,Inside,Gtl,Gilbert,2Story,6,1995,1996,MetalSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,806,Gd,Y,SBrkr,806,766,1572,0,2,1,3,TA,7,1,BuiltIn,1995.0,Fin,2,TA,Y,0,40,WD,Normal,168000
406,20,RL,IR1,Lvl,Corner,Gtl,Sawyer,1Story,4,1976,1993,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,1281,Ex,Y,SBrkr,1620,0,1620,1,2,0,3,TA,8,1,Attchd,1993.0,Unf,2,TA,Y,120,78,WD,Normal,150000
407,50,RL,Reg,Lvl,Inside,Gtl,SWISU,1.5Fin,6,1936,1950,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,1064,Ex,Y,FuseA,1166,0,1639,0,1,0,3,TA,6,0,Detchd,1936.0,Unf,1,TA,Y,0,0,WD,Normal,115000
408,70,RL,Reg,Lvl,Inside,Gtl,Crawfor,2Story,6,1915,1976,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,No,Unf,Unf,840,Ex,Y,SBrkr,840,840,1680,0,2,0,4,TA,8,0,Attchd,1960.0,Unf,1,TA,Y,0,0,WD,Normal,177000
409,60,RL,Reg,Lvl,Corner,Gtl,NridgHt,2Story,7,2006,2006,VinylSd,BrkFace,350.0,Gd,TA,PConc,Ex,Gd,No,Unf,Unf,1063,Ex,Y,SBrkr,1071,1101,2172,0,2,1,3,Gd,9,1,Attchd,2006.0,RFn,3,TA,Y,192,62,New,Partial,280000
410,60,FV,Reg,Lvl,Inside,Gtl,Somerst,2Story,8,2007,2008,VinylSd,Stone,100.0,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,1034,Ex,Y,SBrkr,1050,1028,2078,1,2,1,3,Ex,8,1,Attchd,2008.0,Fin,3,TA,Y,0,102,New,Partial,339750
411,20,RL,Reg,Lvl,Inside,Gtl,Edwards,1Story,5,1958,1958,BrkComm,None,0.0,TA,Fa,CBlock,TA,Fa,No,Unf,Unf,1276,TA,Y,FuseA,1276,0,1276,0,1,0,3,TA,5,0,Attchd,1958.0,Unf,1,TA,Y,0,0,COD,Abnorml,60000
412,190,RL,Reg,Bnk,Inside,Gtl,Gilbert,1Story,5,1955,1955,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Mn,Rec,Unf,1056,TA,N,SBrkr,1056,0,1056,1,1,0,3,TA,5,0,Attchd,1955.0,Fin,2,TA,Y,264,0,WD,Normal,145000
413,20,FV,IR2,Lvl,Inside,Gtl,Somerst,1Story,7,2009,2009,MetalSd,Stone,432.0,Ex,TA,PConc,Ex,TA,Av,GLQ,Unf,1470,Ex,Y,SBrkr,1478,0,1478,1,2,1,2,Gd,7,1,Attchd,2009.0,Fin,2,TA,Y,0,144,New,Partial,222000
414,30,RM,Reg,Lvl,Inside,Gtl,OldTown,1Story,5,1927,1950,WdShing,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1008,Gd,Y,FuseA,1028,0,1028,0,1,0,2,TA,5,1,Detchd,1927.0,Unf,2,TA,Y,0,0,WD,Normal,115000
415,60,RL,IR2,Lvl,CulDSac,Gtl,SawyerW,2Story,7,1993,1993,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,BLQ,GLQ,1080,Ex,Y,SBrkr,1080,1017,2097,0,2,1,3,Gd,9,1,Attchd,1993.0,Unf,3,TA,Y,196,187,WD,Normal,228000
416,20,RL,IR1,Lvl,Inside,Gtl,Gilbert,1Story,7,2007,2007,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1340,Ex,Y,SBrkr,1340,0,1340,0,2,0,3,Gd,6,0,Attchd,2007.0,Fin,2,TA,Y,100,30,New,Partial,181134
417,60,RL,Reg,Lvl,Inside,Gtl,Sawyer,2Story,6,1978,1978,HdBoard,BrkFace,203.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,672,TA,Y,SBrkr,672,728,1400,0,1,1,3,TA,6,1,Attchd,1978.0,Fin,2,TA,Y,0,0,WD,Normal,149500
418,70,RL,IR1,Lvl,Inside,Gtl,Crawfor,2Story,6,1918,1950,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,No,BLQ,Unf,1370,TA,N,FuseA,1370,1254,2624,1,2,1,4,TA,10,1,Detchd,1918.0,Unf,3,TA,N,0,0,WD,Normal,239000
419,50,RL,Reg,Lvl,Inside,Gtl,Edwards,1.5Fin,5,1940,1950,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,756,Fa,N,FuseF,756,378,1134,1,1,1,3,TA,7,0,Detchd,1940.0,Unf,1,TA,P,0,0,WD,AdjLand,126000
420,20,RL,Reg,Lvl,Inside,Gtl,NAmes,1Story,5,1968,1968,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,1056,Ex,Y,SBrkr,1056,0,1056,1,1,0,3,TA,6,1,Attchd,1968.0,Unf,1,TA,Y,0,85,WD,Normal,142000
421,90,RM,Reg,Lvl,Inside,Gtl,Mitchel,SFoyer,7,1997,1998,VinylSd,BrkFace,200.0,TA,Gd,PConc,Gd,Gd,Gd,GLQ,Unf,1344,Ex,Y,SBrkr,1344,0,1344,2,2,0,2,TA,8,0,Attchd,1997.0,Fin,4,TA,Y,0,0,WD,Alloca,206300
422,20,RL,IR1,Lvl,FR2,Gtl,NWAmes,1Story,6,1977,2000,CemntBd,Stone,126.0,Gd,TA,CBlock,Gd,TA,No,ALQ,Unf,1602,Gd,Y,SBrkr,1602,0,1602,0,2,0,3,Gd,8,1,Attchd,1977.0,Fin,2,TA,Y,240,0,WD,Normal,215000
423,20,RL,Reg,HLS,Inside,Mod,Mitchel,1Story,5,1954,1954,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,988,Ex,Y,FuseA,988,0,988,0,1,0,2,TA,4,0,Attchd,1954.0,RFn,2,TA,N,0,0,WD,Normal,113000
424,60,RL,Reg,Lvl,Inside,Gtl,NoRidge,2Story,8,1998,1998,VinylSd,BrkFace,473.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1470,Gd,Y,SBrkr,1470,1160,2630,1,2,1,4,Gd,8,1,Attchd,1998.0,Fin,3,TA,Y,0,66,WD,Normal,315000
425,20,RL,Reg,Lvl,Inside,Gtl,NAmes,1Story,6,1956,1956,Wd Sdng,BrkFace,74.0,TA,TA,CBlock,Gd,TA,No,LwQ,Unf,1196,Gd,Y,FuseA,1196,0,1196,1,1,0,2,TA,6,1,Attchd,1956.0,RFn,1,TA,Y,0,44,WD,Normal,139000
426,60,RM,Reg,HLS,Inside,Gtl,OldTown,2Story,7,1946,1992,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,Unf,651,Gd,Y,SBrkr,707,682,1389,0,1,1,3,TA,6,2,Detchd,1947.0,Unf,1,TA,P,0,0,WD,Normal,135000
427,80,RL,Reg,Low,Inside,Mod,SawyerW,SLvl,7,1989,1989,Wd Sdng,BrkFace,145.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,1518,Gd,Y,SBrkr,1644,0,1644,1,2,0,2,Gd,5,1,Attchd,1989.0,Fin,2,TA,Y,80,0,WD,Normal,275000
428,20,RL,IR1,Lvl,Inside,Gtl,NAmes,1Story,4,1957,1957,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,907,Ex,Y,SBrkr,907,0,907,0,1,0,3,TA,5,0,Detchd,1964.0,Unf,1,TA,Y,0,0,WD,Normal,109008
429,20,RL,Reg,Lvl,Inside,Gtl,CollgCr,1Story,7,2007,2007,VinylSd,BrkFace,108.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1208,Ex,Y,SBrkr,1208,0,1208,1,2,0,2,Gd,6,0,Attchd,2007.0,RFn,2,TA,Y,105,54,New,Partial,195400
430,20,RL,IR1,Lvl,Corner,Gtl,Timber,1Story,6,1988,1988,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Mn,GLQ,Unf,1392,TA,Y,SBrkr,1412,0,1412,1,2,0,3,Gd,6,1,Attchd,1988.0,Unf,2,TA,Y,0,0,WD,Normal,175000
431,160,RM,Reg,Lvl,Inside,Gtl,BrDale,2Story,6,1971,1971,HdBoard,BrkFace,232.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,483,TA,Y,SBrkr,483,504,987,0,1,1,2,TA,4,0,Detchd,1971.0,Unf,1,TA,Y,0,0,COD,Abnorml,85400
432,50,RM,IR1,Bnk,Inside,Gtl,OldTown,1.5Fin,6,1920,1998,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,901,Gd,Y,SBrkr,1088,110,1198,0,1,0,4,TA,7,0,,,,0,,N,0,98,ConLD,Abnorml,79900
433,160,RM,Reg,Lvl,Inside,Gtl,BrDale,2Story,5,1971,1971,HdBoard,BrkFace,376.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,765,Ex,Y,SBrkr,765,600,1365,1,1,1,2,TA,6,0,Detchd,1971.0,Unf,2,TA,Y,240,36,WD,Normal,122500
434,60,RL,IR1,Lvl,Corner,Gtl,Gilbert,2Story,6,1997,1998,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,926,Ex,Y,SBrkr,926,678,1604,0,2,1,3,TA,7,1,Attchd,1997.0,Fin,2,TA,Y,0,36,WD,Normal,181000
435,180,RM,Reg,Lvl,Inside,Gtl,MeadowV,SFoyer,4,1972,1972,CemntBd,None,0.0,TA,Gd,CBlock,Gd,TA,Av,ALQ,Unf,630,Gd,Y,SBrkr,630,0,630,1,1,0,1,TA,3,0,,,,0,,Y,88,0,WD,Normal,81000
436,60,RL,IR2,Lvl,CulDSac,Gtl,CollgCr,2Story,7,1996,1996,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,ALQ,799,Ex,Y,SBrkr,827,834,1661,1,2,1,3,Gd,6,1,Attchd,1996.0,RFn,2,TA,Y,158,61,ConLw,Normal,212000
437,50,RM,Reg,Lvl,Inside,Gtl,OldTown,1.5Fin,6,1920,1950,Stucco,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,648,TA,Y,FuseA,734,384,1118,0,1,0,2,TA,6,0,Detchd,1990.0,Unf,2,TA,Y,0,0,WD,Normal,116000
438,45,RM,Reg,Lvl,Inside,Gtl,BrkSide,1.5Unf,6,1926,2004,Wd Sdng,None,0.0,Gd,TA,PConc,TA,TA,No,Unf,Unf,884,Gd,Y,SBrkr,904,0,904,0,1,0,2,TA,4,0,Detchd,1926.0,Unf,1,TA,Y,0,0,WD,Normal,119000
439,30,RL,Reg,Lvl,Inside,Gtl,Crawfor,1Story,5,1913,2002,WdShing,None,0.0,TA,TA,PConc,TA,TA,No,LwQ,Unf,440,TA,N,SBrkr,694,0,694,0,1,0,2,Gd,4,1,Detchd,1990.0,Unf,1,Gd,P,0,0,WD,Normal,90350
440,50,RL,Reg,Lvl,Corner,Gtl,Edwards,1.5Fin,6,1920,2000,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,Mn,Unf,Unf,684,Gd,Y,SBrkr,684,512,1196,0,1,0,3,Gd,7,0,Detchd,2005.0,Unf,2,TA,Y,0,46,ConLI,Normal,110000
441,20,RL,Reg,Lvl,Inside,Gtl,NridgHt,1Story,10,2008,2008,VinylSd,Stone,200.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,ALQ,3094,Ex,Y,SBrkr,2402,0,2402,1,2,0,2,Ex,10,2,Attchd,2008.0,Fin,3,TA,Y,0,72,WD,Normal,555000
442,90,RL,Reg,Lvl,Inside,Gtl,Edwards,1Story,4,1955,1955,VinylSd,BrkFace,270.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,1440,TA,N,FuseF,1440,0,1440,0,2,0,4,Fa,8,0,,,,0,,Y,0,0,WD,Normal,118000
443,50,RM,Reg,Lvl,Inside,Gtl,BrkSide,1.5Fin,5,1930,1992,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,1078,TA,Y,SBrkr,1128,445,1573,0,2,0,3,TA,8,1,Detchd,1930.0,Unf,2,TA,P,0,0,WD,Normal,162900
444,120,RL,Reg,Lvl,Inside,Gtl,Blmngtn,1Story,7,2006,2007,WdShing,BrkFace,72.0,Gd,TA,PConc,Ex,TA,Av,Unf,Unf,1258,Ex,Y,SBrkr,1258,0,1258,0,2,0,2,Gd,6,1,Attchd,2007.0,Fin,3,TA,Y,144,16,New,Partial,172500
445,60,RL,Reg,Lvl,Inside,Gtl,CollgCr,2Story,7,1994,1995,VinylSd,None,0.0,Gd,Gd,PConc,Gd,TA,No,GLQ,Unf,915,Ex,Y,SBrkr,933,975,1908,1,2,1,4,Gd,8,1,Attchd,1994.0,Unf,2,TA,Y,144,133,WD,Normal,210000
446,20,RL,Reg,Lvl,Corner,Gtl,Edwards,1Story,6,1956,1956,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1436,Fa,Y,SBrkr,1689,0,1689,0,1,0,3,TA,7,1,Attchd,1956.0,Unf,2,TA,Y,0,0,COD,Normal,127500
447,20,RL,IR1,Lvl,Corner,Gtl,NAmes,1Story,6,1966,2002,BrkFace,None,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,Rec,1517,Ex,Y,SBrkr,1888,0,1888,0,2,1,2,Gd,6,1,Attchd,1966.0,Fin,2,TA,Y,0,0,WD,Normal,190000
448,60,RL,IR1,Lvl,Corner,Gtl,Gilbert,2Story,7,1998,1999,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,930,Gd,Y,SBrkr,956,930,1886,0,2,1,4,Gd,10,1,Attchd,1998.0,Fin,2,TA,Y,89,0,WD,Normal,199900
449,50,RM,Reg,Bnk,Inside,Gtl,IDOTRR,1.5Fin,6,1937,1950,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,780,TA,Y,SBrkr,780,596,1376,0,2,0,3,TA,7,1,Detchd,1937.0,Unf,1,TA,N,0,0,WD,Normal,119500
450,50,RM,Reg,Lvl,Inside,Gtl,OldTown,1.5Fin,3,1948,2002,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,649,Ex,Y,SBrkr,679,504,1183,0,1,1,2,TA,6,0,Detchd,1981.0,Unf,1,TA,Y,0,176,WD,Normal,120000
451,30,RM,Reg,Lvl,Inside,Gtl,OldTown,1Story,6,1930,2005,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,813,Ex,Y,FuseA,813,0,813,0,1,0,2,Gd,5,0,Detchd,1932.0,Unf,1,Fa,N,0,113,WD,Normal,110000
452,20,RL,IR1,Low,Inside,Mod,ClearCr,1Story,7,1975,1975,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,Unf,1533,TA,Y,SBrkr,1533,0,1533,1,2,0,2,Gd,5,2,Attchd,1975.0,Unf,2,TA,Y,200,54,WD,Normal,280000
453,60,RL,IR1,Lvl,Corner,Gtl,Timber,2Story,6,1996,1997,VinylSd,BrkFace,42.0,Gd,TA,PConc,Ex,TA,No,ALQ,Unf,872,Ex,Y,SBrkr,888,868,1756,1,2,1,3,TA,7,0,Attchd,1996.0,Fin,2,TA,Y,144,122,WD,Normal,204000
454,60,FV,Reg,Lvl,Inside,Gtl,Somerst,2Story,8,2008,2008,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,768,Ex,Y,SBrkr,786,804,1590,0,2,1,3,Gd,6,0,Attchd,2008.0,RFn,2,TA,Y,0,30,WD,Normal,210000
455,90,RL,Reg,Lvl,Inside,Gtl,Mitchel,1Story,5,1976,1976,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,1728,TA,Y,SBrkr,1728,0,1728,2,2,0,4,TA,8,0,Detchd,1976.0,Unf,2,TA,Y,0,0,WD,Family,188000
456,20,RL,Reg,Lvl,Inside,Gtl,NWAmes,1Story,7,1973,1973,HdBoard,BrkFace,320.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,1242,Fa,Y,SBrkr,1242,0,1242,0,1,1,3,TA,6,1,Attchd,1973.0,Unf,2,TA,Y,0,0,WD,Normal,175500
457,70,RM,Reg,Lvl,Inside,Gtl,OldTown,2Story,5,1916,1950,AsbShng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,624,Fa,N,SBrkr,624,720,1344,0,1,0,4,TA,7,0,Detchd,1916.0,Unf,3,Fa,Y,0,0,COD,Abnorml,98000
458,20,RL,IR1,Low,CulDSac,Mod,ClearCr,1Story,4,1954,1994,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,BLQ,Unf,1364,Ex,Y,SBrkr,1663,0,1663,1,1,0,2,Gd,6,2,Attchd,1954.0,Fin,2,TA,Y,224,137,WD,Normal,256000
459,70,RM,Reg,Lvl,Inside,Gtl,OldTown,2Story,8,1925,1996,Stucco,None,0.0,TA,Gd,PConc,TA,TA,No,Unf,Unf,588,Fa,Y,SBrkr,833,833,1666,0,1,0,3,Gd,7,1,Detchd,1925.0,Unf,1,TA,Y,192,63,WD,Normal,161000
460,50,RL,IR1,Bnk,Corner,Gtl,BrkSide,1.5Fin,5,1950,1950,MetalSd,BrkCmn,161.0,TA,TA,CBlock,TA,TA,No,LwQ,Unf,709,TA,Y,SBrkr,979,224,1203,1,1,0,3,Gd,5,1,Detchd,1950.0,Unf,1,TA,Y,0,0,WD,Normal,110000
461,60,FV,IR1,Lvl,Inside,Gtl,Somerst,2Story,8,2009,2009,VinylSd,Stone,110.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,832,Ex,Y,SBrkr,832,1103,1935,1,2,1,3,TA,8,0,BuiltIn,2009.0,Fin,2,TA,Y,0,150,New,Partial,263435
462,70,RL,Reg,Lvl,Inside,Gtl,SWISU,2Story,7,1936,2007,Wd Sdng,None,0.0,Gd,Gd,PConc,Gd,Gd,No,ALQ,BLQ,560,Ex,Y,SBrkr,575,560,1135,1,1,0,3,Gd,6,0,Detchd,1971.0,RFn,2,TA,Y,256,0,WD,Normal,155000
463,20,RL,IR1,Lvl,Inside,Gtl,Sawyer,1Story,5,1965,1965,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,BLQ,864,Gd,Y,SBrkr,864,0,864,0,1,0,3,TA,5,1,Detchd,1965.0,Unf,1,TA,Y,0,0,WD,Normal,62383
464,70,RL,IR1,HLS,Inside,Mod,Crawfor,2Story,6,1934,1995,Stucco,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,Unf,715,Fa,Y,FuseA,849,811,1660,0,1,1,3,TA,6,1,Detchd,1939.0,Unf,1,TA,Y,0,0,WD,Normal,188700
465,20,RL,Reg,HLS,Inside,Mod,CollgCr,1Story,5,1978,1978,HdBoard,BrkFace,136.0,TA,TA,CBlock,Gd,TA,No,Rec,Unf,1040,TA,Y,SBrkr,1040,0,1040,0,2,0,3,TA,5,0,,,,0,,Y,0,0,WD,Normal,124000
466,120,RM,Reg,Lvl,Inside,Gtl,Blmngtn,1Story,7,2004,2004,VinylSd,BrkFace,18.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1375,Ex,Y,SBrkr,1414,0,1414,0,2,0,2,Gd,6,1,Attchd,2004.0,Fin,2,TA,Y,144,20,WD,Normal,178740
467,20,RL,Reg,Lvl,Inside,Gtl,NAmes,1Story,7,1970,1970,Plywood,None,0.0,TA,Gd,CBlock,TA,Gd,Gd,GLQ,Unf,1277,TA,Y,SBrkr,1277,0,1277,1,1,0,2,TA,5,1,Attchd,1970.0,Unf,2,TA,Y,0,0,WD,Normal,167000
468,70,RL,Reg,Lvl,Inside,Gtl,NAmes,2Story,5,1942,1995,MetalSd,Stone,224.0,TA,TA,CBlock,TA,TA,No,LwQ,Unf,728,Ex,Y,SBrkr,888,756,1644,0,1,1,3,Gd,7,2,Attchd,1942.0,Unf,1,TA,Y,168,0,WD,Normal,146500
469,20,RL,IR1,Lvl,Inside,Gtl,NridgHt,1Story,8,2006,2006,VinylSd,Stone,248.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1626,Ex,Y,SBrkr,1634,0,1634,0,2,0,3,Gd,7,1,Attchd,2006.0,RFn,3,TA,Y,0,44,WD,Normal,250000
470,60,RL,IR1,Lvl,Corner,Gtl,SawyerW,2Story,6,1993,1993,HdBoard,BrkFace,120.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,832,Ex,Y,SBrkr,832,878,1710,0,2,1,3,Gd,7,0,Attchd,1993.0,RFn,2,TA,Y,144,70,WD,Normal,187000
471,120,RL,IR1,Lvl,Corner,Gtl,StoneBr,1Story,8,1985,1985,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,BLQ,1488,TA,Y,SBrkr,1502,0,1502,1,1,1,1,Gd,4,0,Attchd,1985.0,RFn,2,TA,Y,0,54,WD,Normal,212000
472,60,RL,Reg,Lvl,Inside,Gtl,NWAmes,2Story,7,1977,1977,WdShing,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,Unf,808,TA,Y,SBrkr,1161,808,1969,0,2,1,3,TA,8,1,Attchd,1977.0,RFn,2,TA,Y,0,0,WD,Normal,190000
473,180,RM,Reg,Lvl,Inside,Gtl,Edwards,SLvl,6,2005,2005,VinylSd,BrkFace,80.0,TA,TA,PConc,Gd,TA,Gd,GLQ,Unf,547,Ex,Y,SBrkr,1072,0,1072,1,1,0,2,TA,5,0,Basment,2005.0,RFn,2,TA,Y,0,28,WD,Normal,148000
474,20,RL,IR1,Lvl,Inside,Gtl,NridgHt,1Story,8,2006,2007,VinylSd,BrkFace,304.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,1976,Ex,Y,SBrkr,1976,0,1976,1,2,0,2,Gd,7,1,Attchd,2006.0,RFn,3,TA,Y,250,63,New,Partial,440000
475,120,RL,Reg,Lvl,Inside,Gtl,StoneBr,1Story,8,2000,2000,CemntBd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1494,Ex,Y,SBrkr,1652,0,1652,1,2,0,2,Ex,6,0,Attchd,2000.0,RFn,2,TA,Y,96,48,WD,Normal,251000
476,20,RL,Reg,Lvl,Corner,Gtl,Sawyer,1Story,5,1963,1963,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,Unf,970,TA,Y,SBrkr,970,0,970,1,1,0,2,TA,5,0,Detchd,1996.0,Unf,2,TA,Y,0,24,WD,Normal,132500
477,20,RL,Reg,Lvl,Inside,Mod,CollgCr,1Story,6,1997,1998,VinylSd,BrkFace,215.0,TA,TA,PConc,Gd,TA,Gd,GLQ,Unf,1478,Ex,Y,SBrkr,1493,0,1493,1,2,0,3,Gd,7,1,Attchd,1997.0,Fin,2,TA,Y,140,39,WD,Normal,208900
478,60,RL,Reg,Lvl,Inside,Gtl,NridgHt,2Story,9,2006,2006,VinylSd,BrkFace,772.0,Ex,TA,PConc,Gd,TA,Av,Unf,Unf,2153,Ex,Y,SBrkr,2069,574,2643,0,2,1,3,Ex,9,1,BuiltIn,2006.0,Fin,3,TA,Y,414,84,WD,Normal,380000
