Id,MSSubClass,MSZoning,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
400,60,FV,8125,Reg,Lvl,Inside,Gtl,Somerst,2Story,7,5,2006,2007,CemntBd,Stone,100.0,Gd,TA,PConc,Gd,TA,No,GLQ,812,Unf,0,280,1092,Ex,Y,SBrkr,1112,438,0,1550,1,0,2,0,2,1,Gd,7,0,Attchd,2007.0,Fin,2,438,TA,Y,0,168,0,0,0,0,0,10,2009,WD,Normal,241000
401,120,RL,14963,IR2,Lvl,Inside,Gtl,Veenker,1Story,8,5,1996,1996,BrkFace,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,786,Unf,0,474,1260,Ex,Y,SBrkr,1288,0,0,1288,1,0,1,1,1,1,Ex,4,2,Attchd,1996.0,Fin,2,500,TA,Y,120,30,0,0,224,0,0,12,2008,WD,Normal,245500
402,20,RL,8767,IR1,Lvl,Inside,Gtl,CollgCr,1Story,7,5,2005,2005,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24,Unf,0,1286,1310,Ex,Y,SBrkr,1310,0,0,1310,0,0,2,0,3,1,Gd,6,1,Attchd,2005.0,Fin,2,400,TA,Y,0,0,0,0,0,0,0,7,2006,New,Partial,164990
403,30,RL,10200,Reg,Lvl,Inside,Gtl,Sawyer,1Story,5,8,1940,1997,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,672,672,Ex,Y,SBrkr,672,0,0,672,0,0,1,0,2,1,TA,4,0,Detchd,1940.0,Unf,1,240,TA,N,168,0,0,0,0,0,0,8,2008,WD,Normal,108000
404,60,RL,12090,Reg,Lvl,Corner,Gtl,NoRidge,2Story,8,5,1998,1998,VinylSd,BrkFace,650.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1141,1141,Gd,Y,SBrkr,1165,1098,0,2263,0,0,2,1,4,1,Gd,10,1,BuiltIn,1998.0,Fin,2,420,TA,Y,144,123,0,0,0,0,0,7,2006,WD,Abnorml,258000
405,60,RL,10364,IR1,Lvl,Inside,Gtl,Gilbert,2Story,6,5,1995,1996,MetalSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,806,806,Gd,Y,SBrkr,806,766,0,1572,0,0,2,1,3,1,TA,7,1,BuiltIn,1995.0,Fin,2,373,TA,Y,0,40,0,0,0,0,0,5,2007,WD,Normal,168000
406,20,RL,9991,IR1,Lvl,Corner,Gtl,Sawyer,1Story,4,4,1976,1993,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,1116,Unf,0,165,1281,Ex,Y,SBrkr,1620,0,0,1620,1,0,2,0,3,1,TA,8,1,Attchd,1993.0,Unf,2,490,TA,Y,120,78,0,0,0,0,0,6,2009,WD,Normal,150000
407,50,RL,10480,Reg,Lvl,Inside,Gtl,SWISU,1.5Fin,6,5,1936,1950,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,1064,1064,Ex,Y,FuseA,1166,0,473,1639,0,0,1,0,3,1,TA,6,0,Detchd,1936.0,Unf,1,240,TA,Y,0,0,0,0,0,0,0,3,2008,WD,Normal,115000
408,70,RL,15576,Reg,Lvl,Inside,Gtl,Crawfor,2Story,6,7,1915,1976,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,No,Unf,0,Unf,0,840,840,Ex,Y,SBrkr,840,840,0,1680,0,0,2,0,4,1,TA,8,0,Attchd,1960.0,Unf,1,308,TA,Y,0,0,160,0,0,0,0,3,2008,WD,Normal,177000
409,60,RL,14154,Reg,Lvl,Corner,Gtl,NridgHt,2Story,7,5,2006,2006,VinylSd,BrkFace,350.0,Gd,TA,PConc,Ex,Gd,No,Unf,0,Unf,0,1063,1063,Ex,Y,SBrkr,1071,1101,0,2172,0,0,2,1,3,1,Gd,9,1,Attchd,2006.0,RFn,3,947,TA,Y,192,62,0,0,0,0,0,8,2007,New,Partial,280000
410,60,FV,10800,Reg,Lvl,Inside,Gtl,Somerst,2Story,8,5,2007,2008,VinylSd,Stone,100.0,Gd,TA,PConc,Ex,TA,No,GLQ,789,Unf,0,245,1034,Ex,Y,SBrkr,1050,1028,0,2078,1,0,2,1,3,1,Ex,8,1,Attchd,2008.0,Fin,3,836,TA,Y,0,102,0,0,0,0,0,4,2008,New,Partial,339750
411,20,RL,9571,Reg,Lvl,Inside,Gtl,Edwards,1Story,5,3,1958,1958,BrkComm,None,0.0,TA,Fa,CBlock,TA,Fa,No,Unf,0,Unf,0,1276,1276,TA,Y,FuseA,1276,0,0,1276,0,0,1,0,3,1,TA,5,0,Attchd,1958.0,Unf,1,350,TA,Y,0,0,0,0,0,0,0,6,2009,COD,Abnorml,60000
412,190,RL,34650,Reg,Bnk,Inside,Gtl,Gilbert,1Story,5,5,1955,1955,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Mn,Rec,1056,Unf,0,0,1056,TA,N,SBrkr,1056,0,0,1056,1,0,1,0,3,1,TA,5,0,Attchd,1955.0,Fin,2,572,TA,Y,264,0,0,0,0,0,0,1,2006,WD,Normal,145000
413,20,FV,4403,IR2,Lvl,Inside,Gtl,Somerst,1Story,7,5,2009,2009,MetalSd,Stone,432.0,Ex,TA,PConc,Ex,TA,Av,GLQ,578,Unf,0,892,1470,Ex,Y,SBrkr,1478,0,0,1478,1,0,2,1,2,1,Gd,7,1,Attchd,2009.0,Fin,2,484,TA,Y,0,144,0,0,0,0,0,6,2010,New,Partial,222000
414,30,RM,8960,Reg,Lvl,Inside,Gtl,OldTown,1Story,5,6,1927,1950,WdShing,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1008,1008,Gd,Y,FuseA,1028,0,0,1028,0,0,1,0,2,1,TA,5,1,Detchd,1927.0,Unf,2,360,TA,Y,0,0,130,0,0,0,0,3,2010,WD,Normal,115000
415,60,RL,11228,IR2,Lvl,CulDSac,Gtl,SawyerW,2Story,7,5,1993,1993,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,BLQ,50,GLQ,531,499,1080,Ex,Y,SBrkr,1080,1017,0,2097,0,1,2,1,3,1,Gd,9,1,Attchd,1993.0,Unf,3,678,TA,Y,196,187,0,0,0,0,0,12,2008,WD,Normal,228000
416,20,RL,8899,IR1,Lvl,Inside,Gtl,Gilbert,1Story,7,5,2007,2007,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24,Unf,0,1316,1340,Ex,Y,SBrkr,1340,0,0,1340,0,0,2,0,3,1,Gd,6,0,Attchd,2007.0,Fin,2,396,TA,Y,100,30,0,0,0,0,0,8,2007,New,Partial,181134
417,60,RL,7844,Reg,Lvl,Inside,Gtl,Sawyer,2Story,6,7,1978,1978,HdBoard,BrkFace,203.0,TA,TA,CBlock,TA,TA,No,ALQ,209,Unf,0,463,672,TA,Y,SBrkr,672,728,0,1400,0,0,1,1,3,1,TA,6,1,Attchd,1978.0,Fin,2,440,TA,Y,0,0,0,0,0,0,0,3,2006,WD,Normal,149500
418,70,RL,22420,IR1,Lvl,Inside,Gtl,Crawfor,2Story,6,6,1918,1950,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,No,BLQ,1128,Unf,0,242,1370,TA,N,FuseA,1370,1254,0,2624,1,0,2,1,4,1,TA,10,1,Detchd,1918.0,Unf,3,864,TA,N,0,0,0,0,0,0,0,11,2007,WD,Normal,239000
419,50,RL,8160,Reg,Lvl,Inside,Gtl,Edwards,1.5Fin,5,6,1940,1950,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,312,Unf,0,444,756,Fa,N,FuseF,756,378,0,1134,1,0,1,1,3,1,TA,7,0,Detchd,1940.0,Unf,1,240,TA,P,0,0,0,0,0,0,0,4,2007,WD,AdjLand,126000
420,20,RL,8450,Reg,Lvl,Inside,Gtl,NAmes,1Story,5,6,1968,1968,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,775,Unf,0,281,1056,Ex,Y,SBrkr,1056,0,0,1056,1,0,1,0,3,1,TA,6,1,Attchd,1968.0,Unf,1,304,TA,Y,0,85,184,0,0,0,0,7,2010,WD,Normal,142000
421,90,RM,7060,Reg,Lvl,Inside,Gtl,Mitchel,SFoyer,7,5,1997,1998,VinylSd,BrkFace,200.0,TA,Gd,PConc,Gd,Gd,Gd,GLQ,1309,Unf,0,35,1344,Ex,Y,SBrkr,1344,0,0,1344,2,0,2,0,2,2,TA,8,0,Attchd,1997.0,Fin,4,784,TA,Y,0,0,0,0,0,0,0,11,2008,WD,Alloca,206300
422,20,RL,16635,IR1,Lvl,FR2,Gtl,NWAmes,1Story,6,7,1977,2000,CemntBd,Stone,126.0,Gd,TA,CBlock,Gd,TA,No,ALQ,1246,Unf,0,356,1602,Gd,Y,SBrkr,1602,0,0,1602,0,1,2,0,3,1,Gd,8,1,Attchd,1977.0,Fin,2,529,TA,Y,240,0,0,0,0,0,0,6,2009,WD,Normal,215000
423,20,RL,21750,Reg,HLS,Inside,Mod,Mitchel,1Story,5,5,1954,1954,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,988,988,Ex,Y,FuseA,988,0,0,988,0,0,1,0,2,1,TA,4,0,Attchd,1954.0,RFn,2,520,TA,N,0,0,0,0,0,0,0,2,2008,WD,Normal,113000
424,60,RL,9200,Reg,Lvl,Inside,Gtl,NoRidge,2Story,8,5,1998,1998,VinylSd,BrkFace,473.0,Gd,TA,PConc,Gd,TA,No,GLQ,986,Unf,0,484,1470,Gd,Y,SBrkr,1470,1160,0,2630,1,0,2,1,4,1,Gd,8,1,Attchd,1998.0,Fin,3,696,TA,Y,0,66,0,0,0,0,0,6,2008,WD,Normal,315000
425,20,RL,9000,Reg,Lvl,Inside,Gtl,NAmes,1Story,6,5,1956,1956,Wd Sdng,BrkFace,74.0,TA,TA,CBlock,Gd,TA,No,LwQ,616,Unf,0,580,1196,Gd,Y,FuseA,1196,0,0,1196,1,0,1,0,2,1,TA,6,1,Attchd,1956.0,RFn,1,297,TA,Y,0,44,0,0,0,0,0,5,2008,WD,Normal,139000
426,60,RM,3378,Reg,HLS,Inside,Gtl,OldTown,2Story,7,8,1946,1992,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,651,651,Gd,Y,SBrkr,707,682,0,1389,0,0,1,1,3,1,TA,6,2,Detchd,1947.0,Unf,1,240,TA,P,0,0,126,0,0,0,0,9,2009,WD,Normal,135000
427,80,RL,12800,Reg,Low,Inside,Mod,SawyerW,SLvl,7,5,1989,1989,Wd Sdng,BrkFace,145.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1518,Unf,0,0,1518,Gd,Y,SBrkr,1644,0,0,1644,1,1,2,0,2,1,Gd,5,1,Attchd,1989.0,Fin,2,569,TA,Y,80,0,0,0,396,0,0,8,2009,WD,Normal,275000
428,20,RL,8593,IR1,Lvl,Inside,Gtl,NAmes,1Story,4,6,1957,1957,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,288,Unf,0,619,907,Ex,Y,SBrkr,907,0,0,907,0,0,1,0,3,1,TA,5,0,Detchd,1964.0,Unf,1,352,TA,Y,0,0,0,0,0,0,0,7,2008,WD,Normal,109008
429,20,RL,6762,Reg,Lvl,Inside,Gtl,CollgCr,1Story,7,5,2007,2007,VinylSd,BrkFace,108.0,Gd,TA,PConc,Gd,TA,No,GLQ,664,Unf,0,544,1208,Ex,Y,SBrkr,1208,0,0,1208,1,0,2,0,2,1,Gd,6,0,Attchd,2007.0,RFn,2,628,TA,Y,105,54,0,0,0,0,0,9,2007,New,Partial,195400
430,20,RL,11457,IR1,Lvl,Corner,Gtl,Timber,1Story,6,5,1988,1988,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Mn,GLQ,1005,Unf,0,387,1392,TA,Y,SBrkr,1412,0,0,1412,1,0,2,0,3,1,Gd,6,1,Attchd,1988.0,Unf,2,576,TA,Y,0,0,169,0,0,0,0,3,2009,WD,Normal,175000
431,160,RM,1680,Reg,Lvl,Inside,Gtl,BrDale,2Story,6,5,1971,1971,HdBoard,BrkFace,232.0,TA,TA,CBlock,TA,TA,No,ALQ,387,Unf,0,96,483,TA,Y,SBrkr,483,504,0,987,0,0,1,1,2,1,TA,4,0,Detchd,1971.0,Unf,1,264,TA,Y,0,0,0,0,0,0,0,7,2008,COD,Abnorml,85400
432,50,RM,5586,IR1,Bnk,Inside,Gtl,OldTown,1.5Fin,6,7,1920,1998,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,901,901,Gd,Y,SBrkr,1088,110,0,1198,0,0,1,0,4,1,TA,7,0,,,,0,0,,N,0,98,0,0,0,0,0,9,2008,ConLD,Abnorml,79900
433,160,RM,1920,Reg,Lvl,Inside,Gtl,BrDale,2Story,5,5,1971,1971,HdBoard,BrkFace,376.0,TA,TA,CBlock,TA,TA,No,ALQ,471,Unf,0,294,765,Ex,Y,SBrkr,765,600,0,1365,1,0,1,1,2,1,TA,6,0,Detchd,1971.0,Unf,2,440,TA,Y,240,36,0,0,0,0,0,8,2007,WD,Normal,122500
434,60,RL,10839,IR1,Lvl,Corner,Gtl,Gilbert,2Story,6,5,1997,1998,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,926,926,Ex,Y,SBrkr,926,678,0,1604,0,0,2,1,3,1,TA,7,1,Attchd,1997.0,Fin,2,470,TA,Y,0,36,0,0,0,0,0,7,2008,WD,Normal,181000
435,180,RM,1890,Reg,Lvl,Inside,Gtl,MeadowV,SFoyer,4,7,1972,1972,CemntBd,None,0.0,TA,Gd,CBlock,Gd,TA,Av,ALQ,495,Unf,0,135,630,Gd,Y,SBrkr,630,0,0,630,1,0,1,0,1,1,TA,3,0,,,,0,0,,Y,88,0,0,0,0,0,0,6,2008,WD,Normal,81000
436,60,RL,10667,IR2,Lvl,CulDSac,Gtl,CollgCr,2Story,7,6,1996,1996,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,385,ALQ,344,70,799,Ex,Y,SBrkr,827,834,0,1661,1,0,2,1,3,1,Gd,6,1,Attchd,1996.0,RFn,2,550,TA,Y,158,61,0,0,0,0,0,4,2009,ConLw,Normal,212000
437,50,RM,4400,Reg,Lvl,Inside,Gtl,OldTown,1.5Fin,6,8,1920,1950,Stucco,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,648,648,TA,Y,FuseA,734,384,0,1118,0,0,1,0,2,1,TA,6,0,Detchd,1990.0,Unf,2,440,TA,Y,0,0,0,0,0,0,0,10,2006,WD,Normal,116000
438,45,RM,6000,Reg,Lvl,Inside,Gtl,BrkSide,1.5Unf,6,7,1926,2004,Wd Sdng,None,0.0,Gd,TA,PConc,TA,TA,No,Unf,0,Unf,0,884,884,Gd,Y,SBrkr,904,0,0,904,0,0,1,0,2,1,TA,4,0,Detchd,1926.0,Unf,1,180,TA,Y,0,0,105,0,0,0,0,1,2009,WD,Normal,119000
439,30,RL,4280,Reg,Lvl,Inside,Gtl,Crawfor,1Story,5,6,1913,2002,WdShing,None,0.0,TA,TA,PConc,TA,TA,No,LwQ,365,Unf,0,75,440,TA,N,SBrkr,694,0,0,694,0,0,1,0,2,1,Gd,4,1,Detchd,1990.0,Unf,1,352,Gd,P,0,0,34,0,0,0,0,3,2007,WD,Normal,90350
440,50,RL,12354,Reg,Lvl,Corner,Gtl,Edwards,1.5Fin,6,8,1920,2000,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,Mn,Unf,0,Unf,0,684,684,Gd,Y,SBrkr,684,512,0,1196,0,0,1,0,3,1,Gd,7,0,Detchd,2005.0,Unf,2,528,TA,Y,0,46,0,0,0,0,800,8,2009,ConLI,Normal,110000
441,20,RL,15431,Reg,Lvl,Inside,Gtl,NridgHt,1Story,10,5,2008,2008,VinylSd,Stone,200.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1767,ALQ,539,788,3094,Ex,Y,SBrkr,2402,0,0,2402,1,0,2,0,2,1,Ex,10,2,Attchd,2008.0,Fin,3,672,TA,Y,0,72,0,0,170,0,0,4,2009,WD,Normal,555000
442,90,RL,12108,Reg,Lvl,Inside,Gtl,Edwards,1Story,4,4,1955,1955,VinylSd,BrkFace,270.0,TA,TA,CBlock,TA,TA,No,ALQ,133,Unf,0,1307,1440,TA,N,FuseF,1440,0,0,1440,0,0,2,0,4,2,Fa,8,0,,,,0,0,,Y,0,0,0,0,0,0,0,9,2008,WD,Normal,118000
443,50,RM,6240,Reg,Lvl,Inside,Gtl,BrkSide,1.5Fin,5,7,1930,1992,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,1078,1078,TA,Y,SBrkr,1128,445,0,1573,0,0,2,0,3,1,TA,8,1,Detchd,1930.0,Unf,2,360,TA,P,0,0,0,0,0,0,0,6,2008,WD,Normal,162900
444,120,RL,3922,Reg,Lvl,Inside,Gtl,Blmngtn,1Story,7,5,2006,2007,WdShing,BrkFace,72.0,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,1258,1258,Ex,Y,SBrkr,1258,0,0,1258,0,0,2,0,2,1,Gd,6,1,Attchd,2007.0,Fin,3,648,TA,Y,144,16,0,0,0,0,0,6,2007,New,Partial,172500
445,60,RL,8750,Reg,Lvl,Inside,Gtl,CollgCr,2Story,7,5,1994,1995,VinylSd,None,0.0,Gd,Gd,PConc,Gd,TA,No,GLQ,642,Unf,0,273,915,Ex,Y,SBrkr,933,975,0,1908,1,0,2,1,4,1,Gd,8,1,Attchd,1994.0,Unf,2,493,TA,Y,144,133,0,0,0,0,0,7,2008,WD,Normal,210000
446,20,RL,9855,Reg,Lvl,Corner,Gtl,Edwards,1Story,6,5,1956,1956,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1436,1436,Fa,Y,SBrkr,1689,0,0,1689,0,0,1,0,3,1,TA,7,1,Attchd,1956.0,Unf,2,480,TA,Y,0,0,0,0,0,0,0,11,2009,COD,Normal,127500
447,20,RL,16492,IR1,Lvl,Corner,Gtl,NAmes,1Story,6,6,1966,2002,BrkFace,None,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,247,Rec,713,557,1517,Ex,Y,SBrkr,1888,0,0,1888,0,0,2,1,2,1,Gd,6,1,Attchd,1966.0,Fin,2,578,TA,Y,0,0,0,0,0,0,0,6,2010,WD,Normal,190000
448,60,RL,11214,IR1,Lvl,Corner,Gtl,Gilbert,2Story,7,5,1998,1999,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,930,930,Gd,Y,SBrkr,956,930,0,1886,0,0,2,1,4,1,Gd,10,1,Attchd,1998.0,Fin,2,431,TA,Y,89,0,0,0,0,0,0,7,2006,WD,Normal,199900
449,50,RM,8600,Reg,Bnk,Inside,Gtl,IDOTRR,1.5Fin,6,6,1937,1950,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,780,780,TA,Y,SBrkr,780,596,0,1376,0,0,2,0,3,1,TA,7,1,Detchd,1937.0,Unf,1,198,TA,N,0,0,0,0,0,0,0,6,2006,WD,Normal,119500
450,50,RM,6000,Reg,Lvl,Inside,Gtl,OldTown,1.5Fin,3,7,1948,2002,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,331,Unf,0,318,649,Ex,Y,SBrkr,679,504,0,1183,0,0,1,1,2,1,TA,6,0,Detchd,1981.0,Unf,1,308,TA,Y,0,176,0,0,0,0,0,6,2007,WD,Normal,120000
451,30,RM,5684,Reg,Lvl,Inside,Gtl,OldTown,1Story,6,8,1930,2005,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,813,813,Ex,Y,FuseA,813,0,0,813,0,0,1,0,2,1,Gd,5,0,Detchd,1932.0,Unf,1,270,Fa,N,0,113,0,0,0,0,0,6,2006,WD,Normal,110000
452,20,RL,70761,IR1,Low,Inside,Mod,ClearCr,1Story,7,5,1975,1975,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,655,Unf,0,878,1533,TA,Y,SBrkr,1533,0,0,1533,1,0,2,0,2,1,Gd,5,2,Attchd,1975.0,Unf,2,576,TA,Y,200,54,0,0,0,0,0,12,2006,WD,Normal,280000
453,60,RL,9303,IR1,Lvl,Corner,Gtl,Timber,2Story,6,5,1996,1997,VinylSd,BrkFace,42.0,Gd,TA,PConc,Ex,TA,No,ALQ,742,Unf,0,130,872,Ex,Y,SBrkr,888,868,0,1756,1,0,2,1,3,1,TA,7,0,Attchd,1996.0,Fin,2,422,TA,Y,144,122,0,0,0,0,0,7,2007,WD,Normal,204000
454,60,FV,9000,Reg,Lvl,Inside,Gtl,Somerst,2Story,8,5,2008,2008,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,768,768,Ex,Y,SBrkr,786,804,0,1590,0,0,2,1,3,1,Gd,6,0,Attchd,2008.0,RFn,2,676,TA,Y,0,30,0,0,0,0,0,6,2009,WD,Normal,210000
455,90,RL,9297,Reg,Lvl,Inside,Gtl,Mitchel,1Story,5,5,1976,1976,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,1606,Unf,0,122,1728,TA,Y,SBrkr,1728,0,0,1728,2,0,2,0,4,2,TA,8,0,Detchd,1976.0,Unf,2,560,TA,Y,0,0,0,0,0,0,0,7,2006,WD,Family,188000
456,20,RL,9600,Reg,Lvl,Inside,Gtl,NWAmes,1Story,7,6,1973,1973,HdBoard,BrkFace,320.0,TA,TA,CBlock,TA,TA,No,ALQ,916,Unf,0,326,1242,Fa,Y,SBrkr,1242,0,0,1242,0,0,1,1,3,1,TA,6,1,Attchd,1973.0,Unf,2,528,TA,Y,0,0,0,0,0,0,0,9,2007,WD,Normal,175500
457,70,RM,4571,Reg,Lvl,Inside,Gtl,OldTown,2Story,5,5,1916,1950,AsbShng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,624,624,Fa,N,SBrkr,624,720,0,1344,0,0,1,0,4,1,TA,7,0,Detchd,1916.0,Unf,3,513,Fa,Y,0,0,96,0,0,0,0,5,2008,COD,Abnorml,98000
458,20,RL,53227,IR1,Low,CulDSac,Mod,ClearCr,1Story,4,6,1954,1994,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,BLQ,1116,Unf,0,248,1364,Ex,Y,SBrkr,1663,0,0,1663,1,0,1,0,2,1,Gd,6,2,Attchd,1954.0,Fin,2,529,TA,Y,224,137,0,0,0,0,0,3,2008,WD,Normal,256000
459,70,RM,5100,Reg,Lvl,Inside,Gtl,OldTown,2Story,8,7,1925,1996,Stucco,None,0.0,TA,Gd,PConc,TA,TA,No,Unf,0,Unf,0,588,588,Fa,Y,SBrkr,833,833,0,1666,0,0,1,0,3,1,Gd,7,1,Detchd,1925.0,Unf,1,228,TA,Y,192,63,0,0,0,0,0,6,2008,WD,Normal,161000
460,50,RL,7015,IR1,Bnk,Corner,Gtl,BrkSide,1.5Fin,5,4,1950,1950,MetalSd,BrkCmn,161.0,TA,TA,CBlock,TA,TA,No,LwQ,185,Unf,0,524,709,TA,Y,SBrkr,979,224,0,1203,1,0,1,0,3,1,Gd,5,1,Detchd,1950.0,Unf,1,352,TA,Y,0,0,248,0,0,0,0,7,2009,WD,Normal,110000
461,60,FV,8004,IR1,Lvl,Inside,Gtl,Somerst,2Story,8,5,2009,2009,VinylSd,Stone,110.0,Gd,TA,PConc,Gd,TA,No,GLQ,544,Unf,0,288,832,Ex,Y,SBrkr,832,1103,0,1935,1,0,2,1,3,1,TA,8,0,BuiltIn,2009.0,Fin,2,552,TA,Y,0,150,0,0,0,0,0,12,2009,New,Partial,263435
462,70,RL,7200,Reg,Lvl,Inside,Gtl,SWISU,2Story,7,9,1936,2007,Wd Sdng,None,0.0,Gd,Gd,PConc,Gd,Gd,No,ALQ,350,BLQ,210,0,560,Ex,Y,SBrkr,575,560,0,1135,1,0,1,0,3,1,Gd,6,0,Detchd,1971.0,RFn,2,576,TA,Y,256,0,0,0,0,0,0,4,2009,WD,Normal,155000
463,20,RL,8281,IR1,Lvl,Inside,Gtl,Sawyer,1Story,5,5,1965,1965,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,553,BLQ,311,0,864,Gd,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,TA,5,1,Detchd,1965.0,Unf,1,360,TA,Y,0,0,236,0,0,0,0,12,2009,WD,Normal,62383
464,70,RL,11988,IR1,HLS,Inside,Mod,Crawfor,2Story,6,7,1934,1995,Stucco,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,326,Unf,0,389,715,Fa,Y,FuseA,849,811,0,1660,0,0,1,1,3,1,TA,6,1,Detchd,1939.0,Unf,1,240,TA,Y,0,0,0,0,0,0,0,8,2008,WD,Normal,188700
465,20,RL,8430,Reg,HLS,Inside,Mod,CollgCr,1Story,5,5,1978,1978,HdBoard,BrkFace,136.0,TA,TA,CBlock,Gd,TA,No,Rec,616,Unf,0,424,1040,TA,Y,SBrkr,1040,0,0,1040,0,0,2,0,3,1,TA,5,0,,,,0,0,,Y,0,0,0,0,0,0,0,8,2009,WD,Normal,124000
466,120,RM,3072,Reg,Lvl,Inside,Gtl,Blmngtn,1Story,7,5,2004,2004,VinylSd,BrkFace,18.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1375,1375,Ex,Y,SBrkr,1414,0,0,1414,0,0,2,0,2,1,Gd,6,1,Attchd,2004.0,Fin,2,398,TA,Y,144,20,0,0,0,0,0,5,2006,WD,Normal,178740
467,20,RL,10628,Reg,Lvl,Inside,Gtl,NAmes,1Story,7,5,1970,1970,Plywood,None,0.0,TA,Gd,CBlock,TA,Gd,Gd,GLQ,778,Unf,0,499,1277,TA,Y,SBrkr,1277,0,0,1277,1,0,1,0,2,1,TA,5,1,Attchd,1970.0,Unf,2,526,TA,Y,0,0,0,0,176,0,0,4,2007,WD,Normal,167000
468,70,RL,9480,Reg,Lvl,Inside,Gtl,NAmes,2Story,5,7,1942,1995,MetalSd,Stone,224.0,TA,TA,CBlock,TA,TA,No,LwQ,386,Unf,0,342,728,Ex,Y,SBrkr,888,756,0,1644,0,0,1,1,3,1,Gd,7,2,Attchd,1942.0,Unf,1,312,TA,Y,168,0,0,0,0,0,0,6,2007,WD,Normal,146500
469,20,RL,11428,IR1,Lvl,Inside,Gtl,NridgHt,1Story,8,5,2006,2006,VinylSd,Stone,248.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1626,1626,Ex,Y,SBrkr,1634,0,0,1634,0,0,2,0,3,1,Gd,7,1,Attchd,2006.0,RFn,3,866,TA,Y,0,44,0,0,0,0,0,5,2007,WD,Normal,250000
